Title,Summary,Enrollment,Stars,Rating,Link,Category,languages
fusion diseño de un robot curso practico,primer curso de una serie de que cubren el proceso de diseño en impresion montaje y programacion de un robot ,11,4.6,6,https://www.udemy.com/course/fusion-360-curso-practico-diseno-de-un-robot/,Design,es
modelado y esculpido en autodesk maya,modela y esculpe paso a paso la cabeza de un personaje con las herramientas para modificar poligonos en autodesk maya,29,4.7,6,https://www.udemy.com/course/modelado-y-esculpido-3d-en-autodesk-maya/,Design,es
adobe premiere pro basico,conviertete en un profesional de la edicion de videos con este curso produce tus propios proyectos audiovisuales,31,4.2,6,https://www.udemy.com/course/curso-de-adobe-premier-pro-basico/,Design,es
triple pack clases practicas de modo,pack descuento de cursos al precio de ,51,4.3,5,https://www.udemy.com/course/3packmodo/,Design,es
aprende sketchup online desde cero sin instalar programas,aprende las tecnicas mas practicas para utilizar el programa en tiempo record como todo un profesional,10,4.4,5,https://www.udemy.com/course/aprendiendo-sketchup-desde-cero-2020/,Design,es
si eres nuevo en photoshop este es tu curso ,aprende a manejar las herramientas basicas del programa y comienza a disfrutar del mundo del diseño grafico,20,4.1,5,https://www.udemy.com/course/photoshopcurso1/,Design,es
orco realista en maya zbrush y substance painter ,aprende todo el proceso en la creacion de un orco y dejalo listo para su etapa de rigging,46,4.1,5,https://www.udemy.com/course/personaje-realista-en-maya-zbrush-y-substance-painter-2019/,Design,es
photoshop class i crea una pieza publicitaria en clases, clases creativas para diseñar una pieza publicitaria unica con tan solo imagenes ,10,4.8,5,https://www.udemy.com/course/photoshop-class-i-crea-una-pieza-publicitaria-en-6-clases/,Design,es
mega pack en esculpido organico de personajes zbrush,aprende todo lo necesario para crear tus propias creaturas fantasticas y cualquier personaje organico en zbrush,130,4.6,5,https://www.udemy.com/course/esculpido-organico-para-personajes-en-zbrush/,Design,es
flujos de revision colaborativa con archivos pdf,aprende a automatizar los procesos de revision de archivos pdf con adobe acrobat,18,5.0,5,https://www.udemy.com/course/revision-archivos-pdf/,Design,es
motion avanzado domina el espacio ,aprende a trabajar en el entorno con capas luces camaras texto con volumen etc ,33,5.0,5,https://www.udemy.com/course/motion-5-domina-el-espacio-3d/,Design,es
 pasos para tener tu estudio de diseño sin pago de licencia,cursos para obtener en tu computador un completo set de poderosas herramientas no tradicionales de diseño arquitectura ,38,4.6,5,https://www.udemy.com/course/5-pasos-para-tener-tu-estudio-de-diseno-sin-pago-de-licencia/,Design,es
curso de canva completo de a ,aprende a crear increibles diseños para tu marca publicidad y redes sociales sin tener conocimientos en diseño,13,4.1,5,https://www.udemy.com/course/curso-de-canva-completo-de-0-a-100/,Design,es
experto en diseño y organizacion de espacios de almacenaje,diseño de interiores decoracion organizacion y planificacion de armarios cajoneras espacios de almacenaje etc ,618,4.8,5,https://www.udemy.com/course/almacenaje/,Design,es
aprende y domina wordpress facil y rapido nivel basico,aprende como dejar administrable un html facil y rapido con el uso de pocos plugins ,23,4.2,5,https://www.udemy.com/course/aprende-y-domina-wordpress-facil-y-rapido/,Design,es
fotografiar texturas para usarlas en nuestros materiales ,prestar atencion a tu alrededor sacar texturas materiales y patrones de lo que te rodea nunca fue tan sencillo,55,4.7,5,https://www.udemy.com/course/como-buscar-y-crear-texturas-desde-fotografias-propias/,Design,es
empieza ya con corel draw curso inicial practico ,ideal para empezar a ofrecer servicio generar contenido en redes sociales o usar en un emprendimiento propio ,16,4.6,5,https://www.udemy.com/course/empieza-ya-con-corel-draw-2019-curso-inicial-practico/,Design,es
 fotografiar texturas para usarlas en nuestros materiales ,prestar atencion a tu alrededor sacar texturas materiales y patrones de lo que te rodea nunca fue tan sencillo,55,4.7,5,https://www.udemy.com/course/como-buscar-y-crear-texturas-desde-fotografias-propias/,Design,es
html para principiantes crea paginas web desde cero,aprende a crear poderosas website en solo clases seras capaz de entender el codigo basico y hacer cambios html,105,4.9,5,https://www.udemy.com/course/html-para-principiantes-crea-paginas-web-desde-cero/,Design,es
mamposteria estructural con etabs modulo ,proyecto especializado de mamposteria estructural,31,4.3,5,https://www.udemy.com/course/mamposteria-estructural-con-etabs-1701-modulo-p5/,Design,es
guia completa de modelado en vol el carro de batman,practica y mejora tus habilidades mientras te diviertes haciendo un fanart del batman tumbler,77,4.4,5,https://www.udemy.com/course/guia-completa-de-modelado-en-3d-vol3-el-carro-de-batman/,Design,es
diseño usando creo parametric,aprenda ptc creo parametric,9,4.2,5,https://www.udemy.com/course/diseno-3d-usando-creo-parametric/,Design,es
mamposteria estructural con etabs modulo ,proyecto especializado de mamposteria estructural,33,4.5,5,https://www.udemy.com/course/mamposteria-estructural-con-etabs-1701-modulo-p4/,Design,es
diseña la casa de tus sueños con sketchup,diseña tu casa en facil y rapido con lecciones paso a paso en sketchup,51,4.0,5,https://www.udemy.com/course/disena-tu-casa-en-sketchup/,Design,es
 presentaciones con sozi la alternativa libre a prezi ,diseña presentaciones dinamicas para la web el trabajo o la escuela sozi es libre y gratuito ,35,4.5,5,https://www.udemy.com/course/creapresentacionsozi/,Design,es
ilustracion digital para principiantes con adobe photoshop,creacion de paisajes y entornos,24,4.8,4,https://www.udemy.com/course/ilustracion-digital-para-principiantes-con-adobe-photoshop/,Design,es
experto en diseño de interiores salones y estancias de estar,convierte en profesional del diseño decoracion organizacion y planificacion de ambientes estar y salones domesticos ,601,4.8,5,https://www.udemy.com/course/salon-estar/,Design,es
crear herramientas con python qtdesign para maya,creacion de herramientas con python en maya creacion de un picker para rig de personajes ,16,5.0,4,https://www.udemy.com/course/crear-herramientas-con-python-qtdesign-para-maya/,Design,es
curso avanzado de modelado en solidworks ,en este curso se aprendera a modelar todo tipo de piezas y ensamblajes en solidworks partiendo desde cero,23,4.3,4,https://www.udemy.com/course/curso-avanzado-de-modelado-en-solidworks/,Design,es
mamposteria estructural con etabs modulo ,proyecto especializado de mamposteria estructural,35,4.4,4,https://www.udemy.com/course/mamposteria-estructural-con-etabs-1701-modulo-p7/,Design,es
curso de autocad basico ,con el curso de autocad podras de realizar cualquier dibujo o plano en autocad con cotas textos y tecnicas de impresion,11,4.6,4,https://www.udemy.com/course/curso-de-autocad-basico-2021/,Design,es
crello herramienta de diseño para redes sociales y negocios,en este curso aprendera a usar la herramienta crello para crear sus propios diseños graficos o usar las plantillas ,16,4.5,4,https://www.udemy.com/course/crello-herramienta-de-diseno-para-redes-sociales-y-negocios/,Design,es
patronaje patron base de falda y transformaciones,nociones basicas de patronaje falda base de mujer y transformaciones,22,4.5,4,https://www.udemy.com/course/patronaje-patron-base-de-falda-y-transformaciones/,Design,es
introduccion al diseño en la nube con onshape,bienvenidos al futuro del cad,6,4.2,3,https://www.udemy.com/course/introduccion-al-diseno-en-la-nube-con-onshape/,Design,es
diseña tu casa de ensueño en ,sin complicados programas ni instalaciones super facil y desde tu hogar u oficina ,30,4.0,4,https://www.udemy.com/course/disena-tu-casa-ensueno-en-3d/,Design,es
experto en diseño de terrazas y pequeños jardines domesticos,convierte en profesional del diseño de interiores decoracion y planificacion de espacios exteriores en viviendas ,594,4.5,4,https://www.udemy.com/course/terrazas/,Design,es
naviswork colaboracion bim,naviswork de basico a experto,28,4.6,4,https://www.udemy.com/course/naviswork-colaboracion-bim/,Design,es
video curso de tecnicas de bisuteria,aprende desde casa a elaborar piezas muy originales de manera rapida y sencilla,22,4.1,4,https://www.udemy.com/course/video-curso-de-tecnicas-de-bisuteria/,Design,es
photoshop e illustrator basico para sublimacion y serigrafia,aprende como hacer sus propios diseños y el flujo de trabajo en adobe photoshop e illustrator,8,4.6,4,https://www.udemy.com/course/photoshop-e-illustrator-basico-para-sublimacion-y-serigrafia/,Design,es
aprende wordpress con ejemplos reales de cero a avanzado ,aprende a hacer sitios web como un profesional ,19,4.1,4,https://www.udemy.com/course/wordpress-de-cero-a-avanzado-este-curso-es-para-ti/,Design,es
alta costura diseña tu corset,diseño y creacion de corset ,9,4.2,3,https://www.udemy.com/course/alta-costura-disena-tu-corset/,Design,es
wordpress en español desde nivel ,curso de wordpress para principiantes desde la instalacion hasta la publicacion de tu pagina web y tu propio blog ,12,4.4,3,https://www.udemy.com/course/wordpress-en-espanol-desde-nivel-0/,Design,es
modelado y animacion de producto en max y vray,domina max y vray para crear y presentar cualquier tipo de producto ,17,4.0,3,https://www.udemy.com/course/modelado-y-animacion-de-producto-en-3d-max-y-vray/,Design,es
experto en iluminacion en arquitectura e interiorismo,convierte en un experto en iluminacion de interiores de la mano de arquitectos ,828,4.5,3,https://www.udemy.com/course/iluminacion/,Design,es
diseño tecnico industrial,aprende a diseñar tus propios planos,8,4.3,3,https://www.udemy.com/course/diseno-tecnico-industrial/,Design,es
wordpress en español desde nivel ,curso de wordpress para principiantes desde la instalacion hasta la publicacion de tu pagina web y tu propio blog ,12,4.4,3,https://www.udemy.com/course/wordpress-en-espanol-desde-nivel-0/,Design,es
aprenda fazer cortinado de dossel passo a passo ,aprenda confeccionar cortinado de dossel ,9,4.5,3,https://www.udemy.com/course/aprenda-fazer-cortinado-de-dossel-passo-a-passo/,Design,es
la guia sobre las barras de prfv gfrp en la construccion,el estado del arte y otros materiales ,20,4.1,3,https://www.udemy.com/course/diseno-estructural-mediante-barras-de-prfv-modulo-1/,Design,es
crea sitios web y tiendas en linea con wordpress y divi,el curso mas completo de divi en español creamos una pagina web con tienda en linea desde cero te regalo la plantilla ,7,4.7,3,https://www.udemy.com/course/divi-espanol/,Design,es
experto en diseño de cocinas abiertas o americanas ,convierte en profesional del diseño de interiores decoracion y planificacion de cocinas abiertas al comedor y el salon ,1350,5.0,3,https://www.udemy.com/course/cocinas-abiertas/,Design,es
materiales avanzados para render realista,amplia tu conocimiento en materiales ,11,4.8,3,https://www.udemy.com/course/shading3d/,Design,es
crea sitios web y tiendas en linea con wordpress y divi,el curso mas completo de divi en español creamos una pagina web con tienda en linea desde cero te regalo la plantilla ,7,4.7,3,https://www.udemy.com/course/divi-espanol/,Design,es
assets para videojuegos maya zbrush y substance painter ,aprende a crear assets profesionales para videojuegos paso a paso con las nuevas tecnicas de textura pbr,33,4.6,3,https://www.udemy.com/course/assets-para-videojuegos-maya-zbrush-y-substance-painter-2019/,Design,es
aprende a usar sketchup pro arquitecto instructor ,el programa mas sencillo y optimo para usar si quieres mejorar tus proyectos escolares o profesionales en poco tiempo ,15,4.8,3,https://www.udemy.com/course/aprende-a-usar-sketchup-pro-2020/,Design,es
assets para videojuegos maya zbrush y substance painter ,aprende a crear assets profesionales para videojuegos paso a paso con las nuevas tecnicas de textura pbr,33,4.6,3,https://www.udemy.com/course/assets-para-videojuegos-maya-zbrush-y-substance-painter-2019/,Design,es
creacion de animaciones cortas en after effects,hacer realidad tu sueño de ver a tus personajes tener vida propia ,34,4.3,3,https://www.udemy.com/course/animaciones-cortas-en-after-effects/,Design,es
